1, 31," ഫാത്തിമ ഇംഗ്ലീഷ് മീഡിയം സ്കൂൾ, പാവൂർ (തെക്ക് ഭാഗം)"
1, 32, ഫാത്തിമ ഇംഗ്ലീഷ് മീഡിയം സ്കൂൾ പാവൂർ (വടക്ക് ഭാഗം)
1, 33, എംജിഎൽസി പോയേ
1, 34, ശ്രീ സുബ്രഹ്മണ്യ എഎൽപി സ്കൂൾ മുടൂർ തോക്കെ വോർക്കടി
1, 35, ശ്രീ വിദ്യാബോധിനി എഎൽപി സ്കൂൾ ബജൽക്കരിയ
1, 36, വോർക്കാടി പഞ്ചായത്ത് കുടുംബശ്രീ ഓഫീസ്
1, 37, സെന്റ്. ജോസഫ് എയുപി സ്കൂൾ കാളിയൂർ (പ്രധാന കെട്ടിടം വടക്കുവശം).
1, 38, സെന്റ്. ജോസഫ് എയുപി സ്കൂൾ കാളിയൂർ (പ്രധാന കെട്ടിടം തെക്കൻ കെട്ടിടം).
1, 39," വോർക്കാടി കാപ്പിരി എഎൽപി സ്കൂൾ, വോർക്കാടി"
1, 40, ബക്രബയൽ എയുപിഎസ് പാത്തൂർ (മധ്യ കെട്ടിടം)
1, 41, ബക്രാബെയിൽ AUPS പാത്തൂർ (തെക്ക് പടിഞ്ഞാറ് കെട്ടിടം-വടക്ക് വശം)
1, 42,ബക്രാബെയിൽ AUPS പാത്തൂർ (തെക്ക് പടിഞ്ഞാറ് കെട്ടിടം-തെക്ക് വശം)
1, 43, ശ്രീ വാണിവിജയ എയുപി സ്കൂൾ കൊഡ്ലമൊഗരു (പ്രധാന കെട്ടിടം)
1, 44, ശ്രീ വാണിവിജയ എയുപി സ്കൂൾ കൊഡ്ലമൊഗരു (പുതിയ കെട്ടിടം)
1, 45, ശ്രീ വാണിവിജയ ഹൈസ്കൂൾ കൊഡ്ലമൊഗരു (തെക്ക് വശം)
1, 46, ശ്രീ വാണിവിജയ ഹൈസ്കൂൾ കൊഡ്ലമൊഗരു (വടക്ക് വശം)
1, 47," എയുപി സ്കൂൾ, ആനക്കൽ"
1, 48," GHS കടമ്പർ, UP വിഭാഗം (പടിഞ്ഞാറൻ കെട്ടിടം തെക്ക് വശം)"
1, 49," ഗവ. എൽപി സ്കൂൾ, മജിബൈൽ (തെക്കുവശം)"
1,50, ജിഎച്ച്എസ് കടമ്പർ യുപി വിഭാഗം (കിഴക്കൻ ബിൽഡിംഗ് നോർത്ത് സൈഡ്)
1,51," ഗവ. എൽപി സ്കൂൾ, മജിബൈൽ (വടക്ക് വശം)"
1,52, ബെജ്ജ അങ്കണവാടി
1,53," ഗവ. യുപി സ്കൂൾ, മൂടമ്പയൽ (പുതിയ കെട്ടിടം പടിഞ്ഞാറ് ഭാഗം)"
1,54, എംജിഎൽസി സന്തഡ്ക
1,55, ചിനാല അങ്കണവാടി
1,56," ഗവ. എൽപി സ്കൂൾ, കുളൂർ (പടിഞ്ഞാറ് ഭാഗം)"
1,57, സെന്റ് മേരി ഇംഗ്ലീഷ് മീഡിയം സ്കൂൾ സുങ്കടക്കാട്ടെ ഈസ്റ്റേൺ ബിൽഡിംഗ്
1,58, സെന്റ് മേരി ഇംഗ്ലീഷ് മീഡിയം സ്കൂൾ സുങ്കടക്കാട്ടെ പടിഞ്ഞാറൻ കെട്ടിടം
1,59, ശ്രീശങ്കര നാരായണ എ.എൽ.പി സ്കൂൾ കോളിയൂർ (തെക്ക് ഭാഗം)
1,60,അങ്കണവാടി കെട്ടിടം ധർമ്മനഗർ
1,61, ഗവ. എൽപി സ്കൂൾ തലക്കല
1,62, ശ്രീ വിദ്യാവർദ്ധക ഹൈസ്കൂൾ മീയപദവ് (കിഴക്കുവശം)
1,63, വിദ്യാവർധക എയുപി സ്കൂൾ മീയപദവ് (സൗത്ത് ബ്ലോക്ക്).
1,64, വിദ്യാവർദ്ധക എയുപി സ്കൂൾ മീയപദവ് (പടിഞ്ഞാറ് ഭാഗം)
1,65," വനിതാ ജാഗ്രത സമിതി ഓഫീസ്, മിയാപദവ്"
1,66, വാണിവിലാസ എയുപി സ്കൂൾ തോട്ടേത്തൊടി (കിഴക്കേഭാഗം).
1,67, അങ്കണവാടി കെട്ടിടം നവോദയ നഗർ അട്ടേഗോളി
1,68, ഗവ.എൽപി സ്കൂൾ മൂസോടി
1,69, ഗവ. എൽപി സ്കൂൾ മൂസോടി (പുതിയ കെട്ടിടം)
1,70, ഗവ. എച്ച്എസ് സ്കൂൾ ഉപ്പള (കിഴക്കൻ കെട്ടിടം വടക്കുവശം)
1,71, ഗവ. ഹൈസ്കൂൾ ഉപ്പള (വടക്കൻ വശത്തെ കെട്ടിടം)
1,72, ഗവ. ഹൈസ്കൂൾ ഉപ്പള (പുതിയ കെട്ടിടം തെക്കൻ ഭാഗത്തെ ഓഡിറ്റോറിയം കെട്ടിടം)
1,73, ഗവ. ഹൈസ്കൂൾ ഉപ്പള (കിഴക്ക് ഭാഗത്തെ കെട്ടിടം)
1,74," ഗവ എൽപി സ്കൂൾ മുളിഞ്ഞ, (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)."
1,75, ഗവ.എൽ.പി സ്കൂൾ മുളിഞ്ഞ (കിഴക്ക് ഭാഗത്തെ കെട്ടിടം).
1,76, നവോദയ എഎൽപിഎസ് കൊടിബയൽ
1,77, നവോദയ എഎൽപിഎസ് കോടിബൈൽ (പടിഞ്ഞാറൻ ഭാഗം)
1,78," അഹലെ സുനത്ത് ഹനഫി ജാമിഅ മസ്ജിദ് ബിൽഡിംഗ്, ഹനഫി ബസാർ, ഉപ്പള (പഴയ ഹിന്ദുസ്ഥാനി GLPS ഉപ്പള)"
1,79,"ശ്രീ ശാരദ ബോവീസ് എയുപി സ്കൂൾ, ഐല (കിഴക്ക് ഭാഗം)"
1,80," ശ്രീ ശാരദ ബോവീസ് എയുപി സ്കൂൾ, ഐല (കിഴക്ക് പടിഞ്ഞാറ് ഭാഗം)"
1,81, ഗവ. ഹിന്ദുസ്ഥാനി യു.പി സ്കൂൾ കുർച്ചിപ്പള്ള (പുതിയ പടിഞ്ഞാറൻ കെട്ടിടം തെക്ക് വശം)
1,82, ഗവ. ഹിന്ദുസ്ഥാനി യു.പി സ്കൂൾ കുർച്ചിപള്ള (പുതിയ പടിഞ്ഞാറൻ കെട്ടിടം നോർത്ത് ഭാഗം)
1,83, ഗവ. ഹിന്ദുസ്ഥാനി യു.പി സ്കൂൾ കുർച്ചിപ്പള്ള (പുതിയ പടിഞ്ഞാറൻ കെട്ടിടത്തിന്റെ മധ്യഭാഗം)
1,84, ഗവ. ഹൈസ്കൂൾ ബേക്കൂർ (പുതിയ കെട്ടിടം)
1,85, ഗവ. ഹൈസ്കൂൾ ബേക്കൂർ (പ്രധാന കെട്ടിടം)
1,86, ഉപ്പളയിലെ ഉൽ ഇസ്ലാമിയ എയുപി സ്കൂളിലെ അയ്യൂർ ജമ (പടിഞ്ഞാറ് ഭാഗം മധ്യഭാഗം)
1,87, GHSS മംഗൽപാടി (പുതിയ കെട്ടിടം പടിഞ്ഞാറ് ഭാഗം)
1,88, ശ്രീരാമ എയുപിഎസ് കുബണൂർ
1,89, ഗവ.വെൽഫെയർ എൽ.പി സ്കൂൾ മംഗൽപാടി (കിഴക്ക് ഭാഗം)
1,90, ഗവ.വെൽഫെയർ എൽപി സ്കൂൾ മംഗൽപാടി (പടിഞ്ഞാറ് ഭാഗം).
1,91, ഗവ. ഹൈസ്കൂൾ മംഗൽപാടി (വടക്കൻ കെട്ടിടം തെക്കുവശം)
1,92, ജിബിഎൽപി സ്കൂൾ മംഗൽപാടി (പടിഞ്ഞാറൻ കെട്ടിടം)
1,93," ജിബിഎൽപി സ്കൂൾ, മംഗൽപാടി (പടിഞ്ഞാറൻ കെട്ടിടം)"
1,94, ഗവ. ഹൈസ്കൂൾ മംഗൽപാടി (സതേൺ ബിൽഡിംഗ് ഈസ്റ്റേൺ സൈഡ്)
1,95, എ.എൽ.പി സ്കൂൾ ഇച്ചിലംകോട് ജനറൽ
1,96, എ.എൽ.പി സ്കൂൾ ഇച്ചിലംകോട് ജനറൽ
1,97,"ഗവ. ഹൈസ്കൂൾ, ഹെറൂർ ന്യൂ (വടക്കൻ പുതിയ കെട്ടിടം, കിഴക്ക് ഭാഗം)"
1,98," ഗവ. ഹൈസ്കൂൾ, ഹെറൂർ ന്യൂ (വടക്കൻ പുതിയ കെട്ടിടം, പടിഞ്ഞാറ് ഭാഗം)"
1,99," ഗവ. ഹൈസ്കൂൾ, ഹെറൂർ ന്യൂ (വടക്കൻ പുതിയ കെട്ടിടം, കിഴക്ക് ഭാഗം)"
1,100, ഇസ്ലാമിയ എഎൽപി സ്കൂൾ ഇച്ചിലംകോട്
1,101, ഗവ. ഹൈസ്കൂൾ ഷിറിയ (പുതിയ കെട്ടിടം)
1,102, ഗവ. ഹൈസ്കൂൾ ഷിറിയ (പടിഞ്ഞാറ് ഭാഗം)
1,103, ഗവ. ഹൈസ്കൂൾ ഷിറിയ (പടിഞ്ഞാറ് ഭാഗം)
1,104, ഗവ. ഹൈസ്കൂൾ ഷിറിയ (വടക്കൻ വശത്തെ കെട്ടിടം)
1,105," എയുപി സ്കൂൾ കുരുടപ്പടവ് (കിഴക്ക് ഭാഗത്തെ കെട്ടിടം, കിഴക്ക് ഭാഗം)"
1,106," എയുപി സ്കൂൾ കുരുടപ്പടവ് (കിഴക്ക് ഭാഗത്തെ കെട്ടിടം, പടിഞ്ഞാറ് ഭാഗം)"
1,107, ഗവ. ഹൈസ്കൂൾ പൈവളികെ (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)
1,108," ഗവ. ഹൈസ്കൂൾ പൈവളികെ (കിഴക്ക് ഭാഗത്തെ കെട്ടിടം, വടക്ക് ഭാഗം)"
1,109, ഗവ. ഹൈസ്കൂൾ പൈവളികെ (സതേൺ ബിൽഡിംഗ്)
1,110, ഗവ. ഹയർസെക്കൻഡറി സ്കൂൾ പൈവളികെ നഗർ (വടക്ക് വശം)
1,111, ഗവ. ഹയർസെക്കൻഡറി സ്കൂൾ പൈവളികെ നഗർ (തെക്ക് വശം)
1,112, ഗവ. ഹയർസെക്കൻഡറി സ്കൂൾ പൈവളികെ നഗർ (കിഴക്കുവശം)
1,113," അട്ടേഗോളി എഎൽപി സ്കൂൾ, കയ്യാർ (പുതിയ കെട്ടിടം)"
1,114,"ശ്രീരാമകൃഷ്ണ എഎൽപി സ്കൂൾ, കയ്യാർ"
1,115, കാമിൽ ഇംഗ്ലീഷ് മീഡിയം സ്കൂൾ കൊക്കേച്ചാൽ
1,116," ഡോൺ ബോസ്കോ എയുപി സ്കൂൾ, കയ്യാർ (പുതിയ കെട്ടിടത്തിന്റെ തെക്ക് ഭാഗം)"
1,117," ഡോൺ ബോസ്കോ എയുപി സ്കൂൾ, കയ്യാർ (വടക്ക് ഭാഗം പുതിയ കെട്ടിടം)"
1,118," ശ്രീ ശാരദ എയുപി സ്കൂൾ, ചേവാർ"
1,119, ബാഡൂർ പെർമുഡെ പരമേശ്വരി എഎൽപി സ്കൂൾ പെർമുഡെ (പുതിയ കെട്ടിടത്തിന്റെ കിഴക്ക് ഭാഗം)
1,120, ബാഡൂർ പെർമുഡെ പരമേശ്വരി എഎൽപി സ്കൂൾ പെർമുഡെ (പുതിയ കെട്ടിടത്തിന്റെ പടിഞ്ഞാറ് ഭാഗം)
1,121," എഎൽപി സ്കൂൾ, കുടൽമർക്കള"
1,122, എയുപി സ്കൂൾ ബായാർ ഹെഡ്ഡറി
1,123, ആവള എഎൽപി സ്കൂൾ ബായാർ
1,124, എഎൽപി സ്കൂൾ പെരുവോട്
1,125, വിദ്യാരണ്യ എഎൽപി സ്കൂൾ ബേരിപടവ്
1,126, ശ്രീ പഞ്ചലിംഗേശ്വര എഎൽപി സ്കൂൾ ബായാർ
1,127, ശ്രീ ദുർഗാ പരമേശ്വരി എ യു പി സ്കൂൾ സാജൻകില
1,128, ശ്രീ ദുർഗ്ഗാ പരമേശ്വരി എയുപി സ്കൂൾ സാജൻകില (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)
1,129, ശ്രീ ശാരദ എഎൽപി സ്കൂൾ കണിയാല
1,130, കണിയാല അങ്കണവാടി
1,131, ഗവ. അടിസ്ഥാന ലോവർ പ്രൈമറി സ്കൂൾ ബംബ്രാണ (പഴയ കെട്ടിടം)
1,132, ഗവ. അടിസ്ഥാന ലോവർ പ്രൈമറി സ്കൂൾ ബംബ്രാണ (പുതിയ കെട്ടിടം)
1,133,ഗവ. അടിസ്ഥാന ലോവർ പ്രൈമറി സ്കൂൾ ബംബ്രാണ (പഴയ കെട്ടിടത്തിന്റെ മധ്യഭാഗം)
1,134, ഗവ. ബേസിക് ലോവർ പ്രൈമറി സ്കൂൾ ഉജരുൾവർ
1,135, ഗവ. ബേസിക് ലോവർ പ്രൈമറി സ്കൂൾ ഉജാരുൾവർ (തെക്കൻ ഭാഗം)
1,136, ഗവ. ഫിഷറീസ് ലോവർ പ്രൈമറി സ്കൂൾ കുമ്പള
1,137, ഗവ. ബേസിക് ലോവർ പ്രൈമറി സ്കൂൾ ആരിക്കാടി (പ്രധാന കെട്ടിടം വടക്കുവശം)
1,138, ഗവ. ബേസിക് ലോവർ പ്രൈമറി സ്കൂൾ ആരിക്കാടി (പ്രധാന കെട്ടിടം തെക്ക് വശം)
1,139, ഗവ. ബേസിക് ലോവർ പ്രൈമറി സ്കൂൾ ആരിക്കാടി (വെറ്റേൺ ബിൽഡിംഗ്)
1,140," എൽപി സ്കൂൾ, കിഡൂർ"
1,141, എയ്ഡഡ് സീനിയർ ബേസിക് സ്കൂൾ ഇച്ചിലംപടി (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)
1,142, എയ്ഡഡ് സീനിയർ ബേസിക് സ്കൂൾ ഇച്ചിലംപടി (വടക്കൻ കെട്ടിടത്തിന്റെ കിഴക്ക് ഭാഗം)
1,143," ഗവ. ഹയർ സെക്കൻഡറി സ്കൂൾ കുമ്പള (വടക്കൻ വശത്തെ കെട്ടിടം, പടിഞ്ഞാറ് ഭാഗം)"
1,144, ഗവ.ഹയർസെക്കൻഡറി സ്കൂൾ കുമ്പള (വടക്കേ കെട്ടിടം കിഴക്ക് വശം)
1,145, ഗവ. ഹയർ സെക്കൻഡറി സ്കൂൾ കുമ്പള (കിഴക്കൻ കെട്ടിടത്തിന്റെ തെക്ക് വശം)
1,146, ഗവ. സീനിയർ ബേസിക് സ്കൂൾ കുമ്പള വടക്കേഭാഗം RCC കെട്ടിടം)
1,147, ഗവ. സീനിയർ ബേസിക് സ്കൂൾ കുമ്പള (സതേൺ സൈഡ് സെന്റർ ബിൽഡിംഗ്)
1,148,ഗവ. സീനിയർ ബേസിക് സ്കൂൾ കുമ്പള (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)
1,149, ഗവ. സീനിയർ ബേസിക് സ്കൂൾ കുംബ്ല (സതേൺ ബിൽഡിംഗിന്റെ പടിഞ്ഞാറൻ ഭാഗം)
1,150," ഹോളി ഫാമിലി എയ്ഡഡ് സീനിയർ ബേസിക് സ്കൂൾ, കുമ്പള പടിഞ്ഞാറ് ഭാഗം ആർ.സി.സി"
1,151," ഹോളി ഫാമിലി എയ്ഡഡ് സീനിയർ ബേസിക് സ്കൂൾ, കുമ്പള (പടിഞ്ഞാറൻ കെട്ടിടത്തിന്റെ തെക്ക് ഭാഗം)"
1,152, ഗവ. ഹൈസ്കൂൾ കൊടിയമ്മേ (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)
1,153, ഗവ. ഹൈസ്കൂൾ കൊടിയമ്മെ (സതേൺ ബിൽഡിംഗ്)
1,154, ഗവ. അപ്പർ പ്രൈമറി സ്കൂൾ കൊടിയമ്മേ (കിഴക്കേ കെട്ടിടം)
1,155, എഎൽപി സ്കൂൾ നാരായണമംഗലം പുതിയ ആർസിസി കെട്ടിടം
1,156, എ.എൽ.പി സ്കൂൾ നാരായണമംഗലം (വടക്ക് വശം)
1,157, MGLC മുളിയഡ്ക പ്രധാന കെട്ടിടം
1,158," അങ്കണവാടി ബിൽഡിംഗ്, മുളിയഡ്ക"
1,159, ഗവ. വെൽഫെയർ എൽപി സ്കൂൾ കുമ്പള
1,160, ഗവ. ജൂനിയർ ബേസിക് സ്കൂൾ പേരാൽ (പടിഞ്ഞാറൻ പുതിയ കെട്ടിടം)
1,161, ഗവ. ജൂനിയർ ബേസിക് സ്കൂൾ പേരാൽ (കിഴക്കൻ പുതിയ കെട്ടിടം)
1,162," ഗവ. ഹയർ സെക്കൻഡറി സ്കൂൾ, മൊഗ്രാൽ (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)"
1,163, ഗവ. വൊക്കേഷണൽ ഹയർ സെക്കൻഡറി സ്കൂൾ മൊഗ്രാൽ (പശ്ചിമ കെട്ടിടം വടക്ക് ഭാഗം)
1,164,ഗവ. ഹയർ സെക്കൻഡറി സ്കൂൾ മൊഗ്രാൽ (നോർത്ത് ബിൽഡിംഗ്)
1,165, ഗവ. വൊക്കേഷണൽ ഹയർ സെക്കൻഡറി സ്കൂൾ മൊഗ്രാൽ (പുതിയ കെട്ടിടം പടിഞ്ഞാറ് ഭാഗം)
1,166," ശ്രീ ദുർഗ്ഗാ പരമേശ്വരി ഹൈസ്കൂൾ, ധർമ്മത്തഡ്ക (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)"
1,167," ശ്രീ ദുർഗ്ഗാ പരമേശ്വരി ഹൈസ്കൂൾ, ധർമ്മത്തഡ്ക (വടക്ക് ഭാഗത്തെ കെട്ടിടം പുതിയ ബ്ലോക്ക്)"
1,168," എഎൽപി സ്കൂൾ, കണ്ടൽ"
1,169," എ.എൽ.പി സ്‌കൂൾ, ബദൂർപടവ് (വടക്കേവശം)"
1,170, ഗവ. ഹയർ സ്കോണ്ടറി സ്കൂൾ അംഗഡിമുഗരു (പ്രധാന കെട്ടിടം കിഴക്കൻ ഭാഗം)
1,171, ഗവ. ഹയർ സ്കോണ്ടറി സ്കൂൾ അംഗഡിമുഗരു (പ്രധാന കെട്ടിടം പടിഞ്ഞാറൻ ഭാഗം)
1,172," എയ്ഡഡ് ജൂനിയർ ബേസിക് സ്കൂൾ, പുത്തിഗെ (വടക്കൻ കെട്ടിടം)"
1,173," എയ്ഡഡ് ജൂനിയർ ബേസിക് സ്കൂൾ, പുത്തിഗെ (സതേൺ ബിൽഡിംഗ്)"
1,174," എയ്ഡഡ് ജൂനിയർ ബേസിക് സ്കൂൾ, പുത്തിഗെ (കിഴക്കൻ കെട്ടിടം)"
1,175," എയ്ഡഡ് ജൂനിയർ ബേസിക് സ്കൂൾ, പുത്തിഗെ (സൗത്ത് ബിൽഡിംഗ്)"
1,176, ഗവ. ജൂനിയർ ബേസിക് സ്കൂൾ മുഗു (വടക്ക് വശം)
1,177, ഗവ. ജൂനിയർ ബേസിക് സ്കൂൾ മുഗു (തെക്ക് വശം)
1,178, ഗവ. സീനിയർ ബേസിക് സ്കൂൾ ശൂരംബയൽ (കിഴക്ക് ഭാഗത്തെ കെട്ടിടം)
1,179,ഗവ. സീനിയർ ബേസിക് സ്കൂൾ ശൂരംബയൽ (പടിഞ്ഞാറൻ ഭാഗത്തെ കെട്ടിടം)
1,180, ഗവ. സീനിയർ ബേസിക് സ്കൂൾ ശൂരംബയൽ (കിഴക്കൻ കെട്ടിടം)
1,181, ഗവ. എൽപി സ്കൂൾ കണ്ണൂർ
1,182, ഗവ. എൽപി സ്കൂൾ കണ്ണൂർ (സൗത്ത് ബിൽഡിംഗ്)
1,183, ശ്രീ ദുർഗാ പരമേശ്വരി എഎൽപി സ്കൂൾ സായ
1,184, കമ്യൂണിറ്റി ഹാൾ ചാവർക്കാട് (എൺമകജെ ഗ്രാമപഞ്ചായത്ത്)
1,185, വാഗ്ദേവി എഎൽപി സ്കൂൾ നൽക (കിഴക്ക് ഭാഗം)
1,186, വാഗ്ദേവി എ.എൽ.പി സ്കൂൾ നൽകൽ
1,187, ശ്രീ സത്യനാരായണ ഹൈസ്കൂൾ പെർള (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)
1,188, ശ്രീ സത്യനാരായണ ഹൈസ്കൂൾ പെർള (പുതിയ കെട്ടിടം)
1,189, ശ്രീ സത്യനാരായണ ഹൈസ്കൂൾ പെർള (വടക്ക് വശത്തെ കെട്ടിടം)
1,190, ശ്രീ സത്യനാരായണ ഹൈസ്കൂൾ പെർള (പടിഞ്ഞാറൻ കെട്ടിടത്തിന്റെ തെക്ക് വശം)
1,191, ശ്രീ സത്യനാരായണ എഎൽപി സ്കൂൾ പെർള (വടക്കേ ഭാഗത്തെ കെട്ടിടത്തിന്റെ തെക്ക് വശം)
1,192, ശ്രീ സത്യനാരായണ എഎൽപി സ്കൂൾ പെർള (വടക്കൻ കെട്ടിടം)
1,193," ശ്രീ ശാരദാംബ ഹൈസ്കൂൾ ഷേണി, പഴയ കെട്ടിടം (തെക്ക് പടിഞ്ഞാറ് ഭാഗം)"
1,194," ശ്രീ ശാരദാംബ എഎൽപിഎസ് ഷേണി. (എൽ.പി വിഭാഗം, നോർത്ത് ബ്ലോക്ക്)"
1,195," എയ്ഡഡ് ജൂനിയർ ബേസിക് സ്കൂൾ, എൽക്കാന"
1,196,"എയ്ഡഡ് ജൂനിയർ ബേസിക് സ്കൂൾ, എൽക്കാന (പടിഞ്ഞാറ് ഭാഗത്തെ കെട്ടിടം)"
1,197, ശ്രീ ദുർഗാപരമേശ്വരി എ.യു.പി.എസ് ബൻപുതഡ്ക
1,198, ബാലപ്രഭ എയുപി സ്കൂൾ കാട്ടുകുക്കെ (കിഴക്കുവശം)
1,199, GLP സ്കൂൾ ബലേമൂല(പുതിയ കെട്ടിടം)
1,200," ശ്രീ സുബ്രഹ്മണ്യേശ്വര ഹയർ സെക്കൻഡറി സ്കൂൾ, കാട്ടുകുക്കെ"
1,201," സ്വാമി വിവേകാനന്ദ അപ്പർ പ്രൈമറി സ്കൂൾ, സ്വർഗ (കിഴക്ക് ഭാഗം)"
1,202, സ്വാമി വിവേകാനന്ദൻ എയ്ഡഡ് അപ്പർ പ്രൈമറി സ്കൂൾ സ്വർഗ
1,203, ഗവ. വെൽഫെയർ എൽപി സ്കൂൾ കജമ്പാടി
1,204, ഗവ. അപ്പർ പ്രൈമറി സ്കൂൾ പാഡ്രെ (പുതിയ കെട്ടിടം)
1,205, ഗവ. ഹയർ സെക്കൻഡറി സ്കൂൾ പാഡ്രെ (പുതിയ കെട്ടിടം)
,,
2, 1," ജിഎച്ച്എസ്എസ്, മൊഗ്രാൽ പുത്തൂർ ഹയർ സെക്കൻഡറി പുതിയ കെട്ടിടം പടിഞ്ഞാറൻ ഭാഗം"
2, 2," ജിഎച്ച്എസ്എസ്, മൊഗ്രാൽ പുത്തൂർ നോർത്ത് സൈഡ് ടൈൽ പാകിയ കെട്ടിടം കിഴക്കൻ ഭാഗം"
2, 3, ഗവ. ഹയർ സെക്കൻഡറി സ്കൂൾ മൊഗ്രാൽപുത്തൂർ (വെസ്റ്റേൺ ഹാൾ)
